StartIndx  EndIndex Length Period   Reps Errs Score
    31751     32000    250   61.0    4.1  102  -219
    31504     31625    122   61.0    2.0   43  -111
    31630     31750    121   60.5    2.0   46  -123
    31751     31875    125   61.0    2.0   47  -124
    31876     32000    125   60.5    2.1   46  -119
    31674     32191    518   61.0    8.5  328  -855
    31841     32287    447   61.0    7.3  182  -342
    31622     32210    589  122.0    4.8  308  -765
    31805     32347    543  122.0    4.5  248  -571
    32001     32398    398   61.0    6.5  257  -691
    32029     32500    472   61.0    7.7  311  -833
    32001     32478    478  122.0    3.9  256  -668
    32001     32250    250   61.0    4.1  145  -391
    32326     32500    175   57.4    3.0   88  -227
    32254     32500    247   61.0    4.0  130  -334
    32001     32117    117   57.6    2.0   53  -149
    32001     32125    125   61.0    2.0   46  -120
    32126     32250    125   60.5    2.1   49  -131
    32253     32374    122   60.5    2.0   45  -118
    32376     32500    125   61.0    2.0   42  -104
    32289     32732    444   61.0    7.3  291  -781
    32228     32704    477   61.0    7.8  295  -764
    32268     32736    469   61.0    7.7  303  -804
    32253     32814    562  122.0    4.6  356  -984
    32090     32703    614  183.0    3.4  344  -945
    32728     33172    445   61.0    7.3  142  -184
    32779     33228    450   61.0    7.4  298  -803
    32596     33187    592  183.0    3.2  327  -899
    32779     33368    590  183.0    3.2  327  -901
    32503     32937    435   61.0    7.1  187  -374
    32570     32980    411   61.0    6.7  210  -490
    32981     33415    435   61.0    7.1  268  -698
    33058     33460    403   61.0    6.6  242  -626
    32509     32669    161   56.8    2.8   90  -248
    32570     32736    167   53.5    3.1   90  -243
    32503     32736    234   61.0    3.8  133  -359
    32741     32911    171   57.3    3.0   95  -259
    32741     32980    240   61.0    3.9  108  -253
    32981     33153    173   58.0    3.0   95  -259
    32981     33220    240   61.0    3.9  114  -277
    33221     33460    240   61.0    3.9   97  -209
    32505     32620    116   58.0    2.0   49  -135
    32501     32618    118   59.0    2.0   49  -135
    32622     32740    119   59.0    2.0   48  -130
    32621     32739    119   58.5    2.0   46  -121
    32743     32860    118   58.5    2.0   51  -142
    32743     32860    118   59.0    2.0   47  -128
    32741     32860    120   59.5    2.0   48  -130
    32987     33100    114   57.0    2.0   52  -148
    32984     33100    117   58.5    2.0   50  -140
    32981     33098    118   59.0    2.0   48  -131
    33221     33336    116   58.0    2.0   45  -119
    33345     33460    116   58.0    2.0   53  -152
    33341     33458    118   59.0    2.0   48  -131
